X,author,title,type,start,end,kind,words
4604,"More, Thomas, Saint",Utopia,sentence,3533,4380,NA,They think it is an evidence of true wisdom for a man to pursue his own advantage as far as the laws allow it they account it piety to prefer the public good to ones private concerns but they think it unjust for a man to seek for pleasure by snatching another mans pleasures from him and on the contrary they think it a sign of a gentle and good soul for a man to dispense with his own advantage for the good of others and that by this means a good man finds as much pleasure one way as he parts with another for as he may expect the like from others when he may come to need it so if that should fail him yet the sense of a good action and the reflections that he makes on the love and gratitude of those whom he has so obliged gives the mind more pleasure than the body could have found in that from which it had restrained itself
4543,"More, Thomas, Saint",Utopia,sentence,3535,4017,NA,There are no taverns no alehouses nor stews among them nor any other occasions of corrupting each other of getting into corners or forming themselves into parties all men live in full view so that all are obliged both to perform their ordinary task and to employ themselves well in their spare hours and it is certain that a people thus ordered must live in great abundance of all things and these being equally distributed among them no man can want or be obliged to beg
4353,"More, Thomas, Saint",Utopia,sentence,3536,4026,NA,But though these discourses may be uneasy and ungrateful to them I do not see why they should seem foolish or extravagant indeed if I should either propose such things as Plato has contrived in his Commonwealth or as the Utopians practise in theirs though they might seem better as certainly they are yet they are so different from our establishment which is founded on property there being no such thing among them that I could not expect that it would have any effect on them
4865,"More, Thomas, Saint",Utopia,sentence,3536,3699,NA,Nor are the priests in greater veneration among them than they are among their neighbouring nations as you may imagine by that which I think gives occasion for it
4255,"More, Thomas, Saint",Utopia,sentence,3537,3910,NA,These are their laws and rules in relation to robbery and it is obvious that they are as advantageous as they are mild and gentle since vice is not only destroyed and men preserved but they are treated in such a manner as to make them see the necessity of being honest and of employing the rest of their lives in repairing the injuries they had formerly done to society
4479,"More, Thomas, Saint",Utopia,sentence,3550,3625,NA,They do not so much as know dice or any such foolish and mischievous games
4622,"More, Thomas, Saint",Utopia,sentence,3553,3855,NA,Those are no better whose error is somewhat different from the former and who hide it out of their fear of losing it for what other name can fit the hiding it in the earth or rather the restoring it to it again it being thus cut off from being useful either to its owner or to the rest of mankind
4156,"More, Thomas, Saint",Utopia,sentence,3556,3784,NA,Now I live as I will to which I believe few courtiers can pretend and there are so many that court the favour of great men that there will be no great loss if they are not troubled either with me or with others of my temper
4521,"More, Thomas, Saint",Utopia,sentence,3566,3908,NA,Every child is nursed by its own mother if death or sickness does not intervene and in that case the Syphogrants wives find out a nurse quickly which is no hard matter for any one that can do it offers herself cheerfully for as they are much inclined to that piece of mercy so the child whom they nurse considers the nurse as its mother
4294,"More, Thomas, Saint",Utopia,entity,3568,3572,location,Milan
4408,"More, Thomas, Saint",Utopia,sentence,3568,3674,NA,No town desires to enlarge its bounds for the people consider themselves rather as tenants than landlords
4877,"More, Thomas, Saint",Utopia,sentence,3569,3803,NA,They offer up no living creature in sacrifice nor do they think it suitable to the Divine Being from whose bounty it is that these creatures have derived their lives to take pleasure in their deaths or the offering up their blood
4295,"More, Thomas, Saint",Utopia,entity,3591,3596,location,Naples
4220,"More, Thomas, Saint",Utopia,sentence,3595,3869,NA,Luxury likewise breaks in apace upon you to set forward your poverty and misery there is an excessive vanity in apparel and great cost in diet and that not only in noblemens families but even among tradesmen among the farmers themselves and among all ranks of persons
4504,"More, Thomas, Saint",Utopia,sentence,3606,3700,NA,Every city is divided into four equal parts and in the middle of each there is a marketplace
4049,"More, Thomas, Saint",Utopia,entity,3626,3632,person,Charles
4379,"More, Thomas, Saint",Utopia,sentence,3627,4096,NA,But if such an accident has at any time brought any from thence into Europe we have been so far from improving it that we do not so much as remember it as in aftertimes perhaps it will be forgot by our people that I was ever there for though they from one such accident made themselves masters of all the good inventions that were among us yet I believe it would be long before we should learn or put in practice any of the good institutions that are among them
4480,"More, Thomas, Saint",Utopia,sentence,3628,4168,NA,They have however two sorts of games not unlike our chess the one is between several numbers in which one number as it were consumes another the other resembles a battle between the virtues and the vices in which the enmity in the vices among themselves and their agreement against virtue is not unpleasantly represented together with the special opposition between the particular virtues and vices as also the methods by which vice either openly assaults or secretly undermines virtue and virtue on the other hand resists it
4309,"More, Thomas, Saint",Utopia,sentence,3647,4038,NA,A third offers some old musty laws that have been antiquated by a long disuse and which as they had been forgotten by all the subjects so they had also been broken by them and proposes the levying the penalties of these laws that as it would bring in a vast treasure so there might be a very good pretence for it since it would look like the executing a law and the doing of justice
4639,"More, Thomas, Saint",Utopia,sentence,3647,3795,NA,This subject has been very narrowly canvassed among them and it has been debated whether a firm and entire health could be called a pleasure or not
4108,"More, Thomas, Saint",Utopia,entity,3652,3663,person,George Temse
4572,"More, Thomas, Saint",Utopia,sentence,3654,4041,NA,The Utopians wonder how any man should be so much taken with the glaring doubtful lustre of a jewel or a stone that can look up to a star or to the sun himself or how any should value himself because his cloth is made of a finer thread for how fine soever that thread may be it was once no better than the fleece of a sheep and that sheep was a sheep still for all its wearing it
4066,"More, Thomas, Saint",Utopia,entity,3660,3666,location,Austria
4463,"More, Thomas, Saint",Utopia,sentence,3660,3819,NA,It is death for any to meet and consult concerning the State unless it be either in their ordinary council or in the assembly of the whole body of the people
4199,"More, Thomas, Saint",Utopia,sentence,3672,4206,NA,Every days experience shows that the mechanics in the towns or the clowns in the country are not afraid of fighting with those idle gentlemen if they are not disabled by some misfortune in their body or dispirited by extreme want so that you need not fear that those well shaped and strong men for it is only such that noblemen love to keep about them till they spoil them who now grow feeble with ease and are softened with their effeminate manner of life would be less fit for action if they were well bred and well employed
4409,"More, Thomas, Saint",Utopia,sentence,3677,3827,NA,They have built over all the country farmhouses for husbandmen which are well contrived and furnished with all things necessary for country labour
4837,"More, Thomas, Saint",Utopia,sentence,3679,3822,NA,They think that the souls of beasts are immortal though far inferior to the dignity of the human soul and not capable of so great a happiness
4852,"More, Thomas, Saint",Utopia,sentence,3688,4237,NA,Another sort of them is less willing to put themselves to much toil and therefore prefer a married state to a single one and as they do not deny themselves the pleasure of it so they think the begetting of children is a debt which they owe to human nature and to their country nor do they avoid any pleasure that does not hinder labour and therefore eat flesh so much the more willingly as they find that by this means they are the more able to work the Utopians look upon these as the wiser sect but they esteem the others as the most holy
