X,author,title,type,start,end,words,kind
4901,"More, Thomas, Saint",Utopia,sentence,1819,3160,Therefore I must say that as I hope for mercy I can have no other notion of all the other governments that I see or know than that they are a conspiracy of the rich who on pretence of managing the public only pursue their private ends and devise all the ways and arts they can find out first that they may without danger preserve all that they have so illacquired and then that they may engage the poor to toil and labour for them at as low rates as possible and oppress them as much as they please and if they can but prevail to get these contrivances established by the show of public authority which is considered as the representative of the whole people then they are accounted laws yet these wicked men after they have by a most insatiable covetousness divided that among themselves with which all the rest might have been well supplied are far from that happiness that is enjoyed among the Utopians for the use as well as the desire of money being extinguished much anxiety and great occasions of mischief is cut off with it and who does not see that the frauds thefts robberies quarrels tumults contentions seditions murders treacheries and witchcrafts which are indeed rather punished than restrained by the severities of law would all fall off if money were not any more valued by the world,NA
4059,"More, Thomas, Saint",Utopia,entity,1826,1835,Parliament,location
4552,"More, Thomas, Saint",Utopia,sentence,1827,2382,It is certain that all things appear incredible to us in proportion as they differ from known customs but one who can judge aright will not wonder to find that since their constitution differs so much from ours their value of gold and silver should be measured by a very different standard for since they have no use for money among themselves but keep it as a provision against events which seldom happen and between which there are generally long intervening intervals they value it no farther than it deservesthat is in proportion to its use,NA
4656,"More, Thomas, Saint",Utopia,sentence,1827,2013,And as the pain is more vehement so it lasts much longer for as it begins before the pleasure so it does not cease but with the pleasure that extinguishes it and both expire together,NA
4691,"More, Thomas, Saint",Utopia,sentence,1834,2152,They are kept at perpetual labour and are always chained but with this difference that their own natives are treated much worse than others they are considered as more profligate than the rest and since they could not be restrained by the advantages of so excellent an education are judged worthy of harder usage,NA
4706,"More, Thomas, Saint",Utopia,sentence,1855,2287,There was so much the more reason for them to make a regulation in this matter because they are the only people of those parts that neither allow of polygamy nor of divorces except in the case of adultery or insufferable perverseness for in these cases the Senate dissolves the marriage and grants the injured person leave to marry again but the guilty are made infamous and are never allowed the privilege of a second marriage,NA
4783,"More, Thomas, Saint",Utopia,sentence,1860,2211,There are two sent with him who during his command are but private men but the first is to succeed him if he should happen to be either killed or taken and in case of the like misfortune to him the third comes in his place and thus they provide against all events that such accidents as may befall their generals may not endanger their armies,NA
4739,"More, Thomas, Saint",Utopia,entity,1861,1866,Europe,location
4615,"More, Thomas, Saint",Utopia,sentence,1862,1975,Will the bending another mans knees give ease to yours and will the heads being bare cure the madness of yours,NA
4374,"More, Thomas, Saint",Utopia,sentence,1873,2286,You will not easily persuade me said Peter that any nation in that new world is better governed than those among us for as our understandings are not worse than theirs so our government if I mistake not being more ancient a long practice has helped us to find out many conveniences of life and some happy chances have discovered other things to us which no mans understanding could ever have invented,NA
4848,"More, Thomas, Saint",Utopia,sentence,1878,2307,They think the contemplating God in His works and the adoring Him for them is a very acceptable piece of worship to Him  There are many among them that upon a motive of religion neglect learning and apply themselves to no sort of study nor do they allow themselves any leisure time but are perpetually employed believing that by the good things that a man does he secures to himself that happiness that comes after death,NA
4764,"More, Thomas, Saint",Utopia,sentence,1891,2149,They very much approve of this way of corrupting their enemies though it appears to others to be base and cruel but they look on it as a wise course to make an end of what would be otherwise a long war without so much as hazarding one battle to decide it,NA
4399,"More, Thomas, Saint",Utopia,sentence,1901,2145,Utopus that conquered it whose name it still carries for Abraxa was its first name brought the rude and uncivilised inhabitants into such a good government and to that measure of politeness that they now far excel all the rest of mankind,NA
4085,"More, Thomas, Saint",Utopia,sentence,1902,2035,Beneath the veil of an ideal communism into which there has been worked some witty extravagance there lies a noble English argument,NA
4426,"More, Thomas, Saint",Utopia,sentence,1911,2081,OF THEIR TOWNS PARTICULARLY OF AMAUROT   He that knows one of their towns knows them allthey are so like one another except where the situation makes some difference,NA
4060,"More, Thomas, Saint",Utopia,entity,1912,1917,London,location
4266,"More, Thomas, Saint",Utopia,sentence,1912,2289,There was a Jester standing by that counterfeited the fool so naturally that he seemed to be really one the jests which he offered were so cold and dull that we laughed more at him than at them yet sometimes he said as it were by chance things that were not unpleasant so as to justify the old proverb That he who throws the dice often will sometimes have a lucky hit,NA
4386,"More, Thomas, Saint",Utopia,entity,1913,1917,Peter,person
4443,"More, Thomas, Saint",Utopia,entity,1914,1918,THEIR,location
4841,"More, Thomas, Saint",Utopia,entity,1919,1928,Providence,location
4003,"More, Thomas, Saint",Utopia,sentence,1921,2130,In 1503 he opposed in the House of Commons Henry VIIs proposal for a subsidy on account of the marriage portion of his daughter Margaret and he opposed with so much energy that the House refused to grant it,NA
4140,"More, Thomas, Saint",Utopia,entity,1923,1933,New Castile,location
4476,"More, Thomas, Saint",Utopia,sentence,1925,2850,The chief and almost the only business of the Syphogrants is to take care that no man may live idle but that every one may follow his trade diligently yet they do not wear themselves out with perpetual toil from morning to night as if they were beasts of burden which as it is indeed a heavy slavery so it is everywhere the common course of life amongst all mechanics except the Utopians but they dividing the day and night into twentyfour hours appoint six of these for work three of which are before dinner and three after they then sup and at eight oclock counting from noon go to bed and sleep eight hours the rest of their time besides that taken up in work eating and sleeping is left to every mans discretion yet they are not to abuse that interval to luxury and idleness but must employ it in some proper exercise according to their various inclinations which is for the most part reading,NA
4797,"More, Thomas, Saint",Utopia,sentence,1928,2060,If they retire in the daytime they do it in such order that it is no less dangerous to fall upon them in a retreat than in a march,NA
4127,"More, Thomas, Saint",Utopia,sentence,1937,2210,The leaving him thus did not a little gratify one that was more fond of travelling than of returning home to be buried in his own country for he used often to say that the way to heaven was the same from all places and he that had no grave had the heavens still over him,NA
4526,"More, Thomas, Saint",Utopia,entity,1955,1960,Prince,location
4455,"More, Thomas, Saint",Utopia,sentence,1961,2193,They have great quantities of glass among them with which they glaze their windows they use also in their windows a thin linen cloth that is so oiled or gummed that it both keeps out the wind and gives free admission to the light,NA
4862,"More, Thomas, Saint",Utopia,sentence,1961,2179,The wives of their priests are the most extraordinary women of the whole country sometimes the women themselves are made priests though that falls out but seldom nor are any but ancient widows chosen into that order,NA
4036,"More, Thomas, Saint",Utopia,entity,1964,1973,Henry VII,person
4247,"More, Thomas, Saint",Utopia,sentence,1965,2165,In some places they are set to no public work but every private man that has occasion to hire workmen goes to the marketplaces and hires them of the public a little lower than he would do a freeman,NA
4616,"More, Thomas, Saint",Utopia,sentence,1978,2317,And yet it is wonderful to see how this false notion of pleasure bewitches many who delight themselves with the fancy of their nobility and are pleased with this conceitthat they are descended from ancestors who have been held for some successions rich and who have had great possessions for this is all that makes nobility at present,NA
