,author,title,id,type,start,end,constituents,words,kind
337,Rokheya Shekhawat Hossein,Sultanaís Dream,4,sentence,222,338,110:134,She explained to me how it was done but I was unable to understand her as my scientific knowledge was very limited,NA
405,Rokheya Shekhawat Hossein,Sultanaís Dream,3,sentence,222,326,130:147,They all ran away panicstricken not knowing in their bewilderment how to counteract that scorching heat,NA
257,Rokheya Shekhawat Hossein,Sultanaís Dream,5,sentence,256,374,139:164,In India man is lord and master he has taken to himself all powers and privileges and shut up the women in the zenana,NA
333,Rokheya Shekhawat Hossein,Sultanaís Dream,1145,entity,259,263,NULL,India,location
169,Rokheya Shekhawat Hossein,Sultanaís Dream,3,sentence,304,465,130:156,"This edition is transcribed from
Sultanas dream and Padmarag two feminist utopias by Rokeya Sakhawat Hossain translated with an introduction by Barnita Bagchi",NA
406,Rokheya Shekhawat Hossein,Sultanaís Dream,4,sentence,328,447,148:171,When they fled away leaving their guns and other ammunitions of war they were burnt down by means of the same sunheat,NA
338,Rokheya Shekhawat Hossein,Sultanaís Dream,5,sentence,340,492,135:163,"However she went on When the other university
came to know of this they became exceedingly jealous and tried to do something
more extraordinary still",NA
258,Rokheya Shekhawat Hossein,Sultanaís Dream,6,sentence,376,417,165:174,Why do you allow yourselves to be shut up,NA
259,Rokheya Shekhawat Hossein,Sultanaís Dream,7,sentence,419,478,175:186,Because it cannot be helped as they are stronger than women,NA
407,Rokheya Shekhawat Hossein,Sultanaís Dream,5,sentence,449,507,172:184,Since then no one has tried to invade our country any more,NA
244,Rokheya Shekhawat Hossein,Sultanaís Dream,1168,entity,451,464,NULL,Barnita Bagchi,person
170,Rokheya Shekhawat Hossein,Sultanaís Dream,4,sentence,467,500,157:166,New Delhi India  Penguin 2005,NA
251,Rokheya Shekhawat Hossein,Sultanaís Dream,1175,entity,467,475,NULL,New Delhi,location
252,Rokheya Shekhawat Hossein,Sultanaís Dream,1176,entity,478,482,NULL,India,location
260,Rokheya Shekhawat Hossein,Sultanaís Dream,8,sentence,484,600,187:212,"Sultanas Dream

Page No  6

A lion is stronger than a man but it does not enable him to dominate the human race",NA
339,Rokheya Shekhawat Hossein,Sultanaís Dream,6,sentence,494,581,164:179,"They invented an instrument by which they could collect
as much sunheat as they wanted",NA
171,Rokheya Shekhawat Hossein,Sultanaís Dream,5,sentence,503,663,167:196,"Sultanas Dream Page No  3 Sultanas Dream

One evening I was lounging in an easy chair in my bedroom and thinking lazily of
the condition of Indian womanhood",NA
408,Rokheya Shekhawat Hossein,Sultanaís Dream,6,sentence,509,577,185:198,And since then your countrymen never tried to come out of the zenana,NA
409,Rokheya Shekhawat Hossein,Sultanaís Dream,7,sentence,579,606,199:206,Yes they wanted to be free,NA
340,Rokheya Shekhawat Hossein,Sultanaís Dream,7,sentence,583,658,180:194,"And they kept the heat stored up to be
distributed among others as required",NA
261,Rokheya Shekhawat Hossein,Sultanaís Dream,9,sentence,602,733,213:237,You have neglected the duty you owe to yourselves and you have lost your natural rights by shutting your eyes to your own interests,NA
410,Rokheya Shekhawat Hossein,Sultanaís Dream,8,sentence,608,921,207:259,Some of the police commissioners and district magistrates sent word to the Queen to the effect that the military officers certainly deserved to be imprisoned for their failure but they never neglected their duty and therefore they should not be punished and they prayed to be restored to their respective offices,NA
341,Rokheya Shekhawat Hossein,Sultanaís Dream,8,sentence,660,778,195:215,While the women were engaged in scientific research the men of this country were busy increasing their military power,NA
172,Rokheya Shekhawat Hossein,Sultanaís Dream,6,sentence,665,705,197:207,I am not sure whether I dozed off or not,NA
173,Rokheya Shekhawat Hossein,Sultanaís Dream,7,sentence,707,750,208:220,"But
as far as I remember I was wide awake",NA
262,Rokheya Shekhawat Hossein,Sultanaís Dream,10,sentence,735,819,238:257,But my dear Sister Sara if we do everything by ourselves what will the men do then,NA
174,Rokheya Shekhawat Hossein,Sultanaís Dream,8,sentence,752,837,221:235,"I saw the moonlit sky sparkling with
thousands of diamondlike stars very distinctly",NA
342,Rokheya Shekhawat Hossein,Sultanaís Dream,9,sentence,780,1010,216:257,When they came to know that the female universities were able to draw water from the atmosphere and collect heat from the sun they only laughed at the members of the universities and called the whole thing a sentimental nightmare,NA
263,Rokheya Shekhawat Hossein,Sultanaís Dream,11,sentence,821,885,258:272,They should not do anything excuse me they are fit for nothing,NA
175,Rokheya Shekhawat Hossein,Sultanaís Dream,9,sentence,839,909,236:255,All on a sudden a lady stood before me how she came in I do not know,NA
264,Rokheya Shekhawat Hossein,Sultanaís Dream,12,sentence,887,931,273:282,Only catch them and put them into the zenana,NA
176,Rokheya Shekhawat Hossein,Sultanaís Dream,10,sentence,911,948,256:265,"I took
her for my friend Sister Sara",NA
411,Rokheya Shekhawat Hossein,Sultanaís Dream,9,sentence,924,1150,260:302,"Sultanas Dream Page No  11 Her Royal Highness sent them a circular letter intimating to them that if their
services should ever be needed they would be sent for and that in the meanwhile
they should remain where they were",NA
265,Rokheya Shekhawat Hossein,Sultanaís Dream,13,sentence,933,1131,283:326,But would it be very easy to catch and put them inside the four walls said I And even if this were done would all their business  political and commercial  also go with them into the zenana,NA
245,Rokheya Shekhawat Hossein,Sultanaís Dream,1169,entity,937,947,NULL,Sister Sara,person
177,Rokheya Shekhawat Hossein,Sultanaís Dream,11,sentence,950,980,266:272,Good morning said Sister Sara,NA
246,Rokheya Shekhawat Hossein,Sultanaís Dream,1170,entity,969,979,NULL,Sister Sara,person
178,Rokheya Shekhawat Hossein,Sultanaís Dream,12,sentence,982,1046,273:287,"I smiled inwardly as I knew it was not morning
but starry night",NA
343,Rokheya Shekhawat Hossein,Sultanaís Dream,10,sentence,1012,1055,258:264,Your achievements are very wonderful indeed,NA
179,Rokheya Shekhawat Hossein,Sultanaís Dream,13,sentence,1048,1096,288:301,However I replied to her saying How do you do,NA
344,Rokheya Shekhawat Hossein,Sultanaís Dream,11,sentence,1057,1132,265:282,But tell me how you managed to put the men of your country into the zenana,NA
180,Rokheya Shekhawat Hossein,Sultanaís Dream,14,sentence,1098,1123,302:309,I am all right thank you,NA
181,Rokheya Shekhawat Hossein,Sultanaís Dream,15,sentence,1125,1179,310:322,Will you please come out and have a look at our garden,NA
247,Rokheya Shekhawat Hossein,Sultanaís Dream,1171,entity,1125,1128,NULL,Will,person
266,Rokheya Shekhawat Hossein,Sultanaís Dream,14,sentence,1133,1158,327:332,Sister Sara made no reply,NA
345,Rokheya Shekhawat Hossein,Sultanaís Dream,12,sentence,1134,1159,283:288,Did you entrap them first,NA
412,Rokheya Shekhawat Hossein,Sultanaís Dream,10,sentence,1152,1297,303:331,"Now that they are accustomed to the purdah
system and have ceased to grumble at their seclusion we call the system
Mardana instead of zenana",NA
267,Rokheya Shekhawat Hossein,Sultanaís Dream,15,sentence,1160,1183,333:337,She only smiled sweetly,NA
346,Rokheya Shekhawat Hossein,Sultanaís Dream,13,sentence,1161,1163,289,No,NA
347,Rokheya Shekhawat Hossein,Sultanaís Dream,14,sentence,1165,1315,290:318,It is not likely that they would surrender their free and open air life of their own accord and confine themselves within the four walls of the zenana,NA
182,Rokheya Shekhawat Hossein,Sultanaís Dream,16,sentence,1181,1288,323:346,"I looked again at the moon through the open window and thought there was no
harm in going out at that time",NA
268,Rokheya Shekhawat Hossein,Sultanaís Dream,16,sentence,1185,1273,338:357,"Perhaps she thought it useless
to argue with one who was no better than a frog in a well",NA
269,Rokheya Shekhawat Hossein,Sultanaís Dream,17,sentence,1275,1317,358:366,By this time we reached Sister Saras house,NA
183,Rokheya Shekhawat Hossein,Sultanaís Dream,17,sentence,1290,1392,347:366,"The menservants outside were fast asleep just then
and I could have a pleasant walk with Sister Sara",NA
413,Rokheya Shekhawat Hossein,Sultanaís Dream,11,sentence,1299,1409,332:356,"But how do you manage I asked Sister Sara to do without the police or
magistrates in case of theft or murder",NA
348,Rokheya Shekhawat Hossein,Sultanaís Dream,15,sentence,1317,1348,319:324,They must have been overpowered,NA
270,Rokheya Shekhawat Hossein,Sultanaís Dream,18,sentence,1319,1368,367:375,It was situated in a beautiful heartshaped garden,NA
332,Rokheya Shekhawat Hossein,Sultanaís Dream,1144,entity,1319,1320,NULL,It,person
490,Rokheya Shekhawat Hossein,Sultanaís Dream,1621,entity,1330,1340,NULL,Sister Sara,person
349,Rokheya Shekhawat Hossein,Sultanaís Dream,16,sentence,1350,1369,325:330,Yes they have been,NA
271,Rokheya Shekhawat Hossein,Sultanaís Dream,19,sentence,1370,1415,376:385,It was a bungalow with a corrugated iron roof,NA
350,Rokheya Shekhawat Hossein,Sultanaís Dream,17,sentence,1371,1378,331:333,By whom,NA
351,Rokheya Shekhawat Hossein,Sultanaís Dream,18,sentence,1380,1412,334:340,By some ladywarriors I suppose,NA
248,Rokheya Shekhawat Hossein,Sultanaís Dream,1172,entity,1381,1391,NULL,Sister Sara,person
184,Rokheya Shekhawat Hossein,Sultanaís Dream,18,sentence,1394,1462,367:382,I used to have my walks with Sister Sara when we were at Darjeeling,NA
414,Rokheya Shekhawat Hossein,Sultanaís Dream,12,sentence,1411,1610,357:400,"Since the Mardana system has been established there has been no more crime
or sin therefore we do not require a policeman to find out a culprit nor do we
want a magistrate to try a criminal case",NA
352,Rokheya Shekhawat Hossein,Sultanaís Dream,19,sentence,1414,1429,341:345,No not by arms,NA
272,Rokheya Shekhawat Hossein,Sultanaís Dream,20,sentence,1417,1471,386:397,It was cooler and nicer than any of our rich buildings,NA
353,Rokheya Shekhawat Hossein,Sultanaís Dream,20,sentence,1431,1451,346:352,Yes it cannot be so,NA
354,Rokheya Shekhawat Hossein,Sultanaís Dream,21,sentence,1453,1487,353:359,Mens arms are stronger than womens,NA
185,Rokheya Shekhawat Hossein,Sultanaís Dream,19,sentence,1464,1556,383:400,"Many a
time did we walk hand in hand and talk lightheartedly in the botanical gardens
there",NA
273,Rokheya Shekhawat Hossein,Sultanaís Dream,21,sentence,1473,1560,398:413,I cannot describe how neat and how nicely furnished and how tastefully decorated it was,NA
355,Rokheya Shekhawat Hossein,Sultanaís Dream,22,sentence,1489,1493,360:361,Then,NA
356,Rokheya Shekhawat Hossein,Sultanaís Dream,23,sentence,1498,1538,362:370,"Sultanas Dream

Page No  9

By brain",NA
357,Rokheya Shekhawat Hossein,Sultanaís Dream,24,sentence,1540,1592,371:380,Even their brains are bigger and heavier than womens,NA
186,Rokheya Shekhawat Hossein,Sultanaís Dream,20,sentence,1558,1684,401:427,"I fancied Sister Sara had probably come to take me to some such garden
and I readily accepted her offer and went out with her",NA
274,Rokheya Shekhawat Hossein,Sultanaís Dream,22,sentence,1562,1581,414:419,We sat side by side,NA
275,Rokheya Shekhawat Hossein,Sultanaís Dream,23,sentence,1583,1676,420:438,She brought out of the parlour a piece of embroidery work and began putting on a fresh design,NA
358,Rokheya Shekhawat Hossein,Sultanaís Dream,25,sentence,1594,1606,381:384,Are they not,NA
359,Rokheya Shekhawat Hossein,Sultanaís Dream,26,sentence,1608,1629,385:391,Yes but what of that,NA
415,Rokheya Shekhawat Hossein,Sultanaís Dream,13,sentence,1612,1637,401:407,That is very good indeed,NA
360,Rokheya Shekhawat Hossein,Sultanaís Dream,27,sentence,1631,1697,392:406,"An elephant also has got a bigger and heavier brain than a
man has",NA
416,Rokheya Shekhawat Hossein,Sultanaís Dream,14,sentence,1639,1718,408:423,"I suppose if there was any dishonest person you could
very easily chastise her",NA
276,Rokheya Shekhawat Hossein,Sultanaís Dream,24,sentence,1678,1714,439:446,Do you know knitting and needle work,NA
187,Rokheya Shekhawat Hossein,Sultanaís Dream,21,sentence,1686,1748,428:441,When walking I found to my surprise that it was a fine morning,NA
361,Rokheya Shekhawat Hossein,Sultanaís Dream,28,sentence,1699,1775,407:421,"Yet man can enchain elephants and employ them according to their own
wishes",NA
277,Rokheya Shekhawat Hossein,Sultanaís Dream,25,sentence,1716,1761,447:458,Yes we have nothing else to do in our zenana,NA
417,Rokheya Shekhawat Hossein,Sultanaís Dream,15,sentence,1720,1861,424:449,"As you gained a decisive victory without shedding a
single drop of blood you could drive off crime and criminals too without much
difficulty",NA
188,Rokheya Shekhawat Hossein,Sultanaís Dream,22,sentence,1750,1817,442:454,"The town was
fully awake and the streets alive with bustling crowds",NA
