,author,title,type,start,end,words,kind
3991,"More, Thomas, Saint",Utopia,sentence,153,341,After his earlier education at St Anthonys School in Threadneedle Street he was placed as a boy in the household of Cardinal John Morton Archbishop of Canterbury and Lord Chancellor,NA
4562,"More, Thomas, Saint",Utopia,sentence,153,341,I never saw a clearer instance of the opposite impressions that different customs make on people than I observed in the ambassadors of the Anemolians who came to Amaurot when I was there,NA
4609,"More, Thomas, Saint",Utopia,sentence,156,589,But they look upon those delights which men by a foolish though common mistake call pleasure as if they could change as easily the nature of things as the use of words as things that greatly obstruct their real happiness instead of advancing it because they so entirely possess the minds of those that are once captivated by them with a false notion of pleasure that there is no room left for pleasures of a truer or purer kind,NA
4647,"More, Thomas, Saint",Utopia,sentence,161,297,If it is said that health cannot be felt they absolutely deny it for what man is in health that does not perceive it when he is awake,NA
4368,"More, Thomas, Saint",Utopia,sentence,165,687,These laws I say might have such effect as good diet and care might have on a sick man whose recovery is desperate they might allay and mitigate the disease but it could never be quite healed nor the body politic be brought again to a good habit as long as property remains and it will fall out as in a complication of diseases that by applying a remedy to one sore you will provoke another and that which removes the one ill symptom produces others while the strengthening one part of the body weakens the rest,NA
4301,"More, Thomas, Saint",Utopia,sentence,168,1666,Now when things are in so great a fermentation and so many gallant men are joining counsels how to carry on the war if so mean a man as I should stand up and wish them to change all their counselsto let Italy alone and stay at home since the kingdom of France was indeed greater than could be well governed by one man that therefore he ought not to think of adding others to it and if after this I should propose to them the resolutions of the Achorians a people that lie on the southeast of Utopia who long ago engaged in war in order to add to the dominions of their prince another kingdom to which he had some pretensions by an ancient alliance this they conquered but found that the trouble of keeping it was equal to that by which it was gained that the conquered people were always either in rebellion or exposed to foreign invasions while they were obliged to be incessantly at war either for or against them and consequently could never disband their army that in the meantime they were oppressed with taxes their money went out of the kingdom their blood was spilt for the glory of their king without procuring the least advantage to the people who received not the smallest benefit from it even in time of peace and that their manners being corrupted by a long war robbery and murders everywhere abounded and their laws fell into contempt while their king distracted with the care of two kingdoms was the less able to apply his mind to the interest of either,NA
4629,"More, Thomas, Saint",Utopia,sentence,168,684,Therefore all this business of hunting is among the Utopians turned over to their butchers and those as has been already said are all slaves and they look on hunting as one of the basest parts of a butchers work for they account it both more profitable and more decent to kill those beasts that are more necessary and useful to mankind whereas the killing and tearing of so small and miserable an animal can only attract the huntsman with a false show of pleasure from which he can reap but small advantage,NA
4686,"More, Thomas, Saint",Utopia,sentence,172,589,Before this they only wrote on parchment on reeds or on the barks of trees but now they have established the manufactures of paper and set up printing presses so that if they had but a good number of Greek authors they would be quickly supplied with many copies of them at present though they have no more than those I have mentioned yet by several impressions they have multiplied them into many thousands,NA
4144,"More, Thomas, Saint",Utopia,sentence,190,557,They sailed before with great caution and only in summer time but now they count all seasons alike trusting wholly to the loadstone in which they are perhaps more secure than safe so that there is reason to fear that this discovery which was thought would prove so much to their advantage may by their imprudence become an occasion of much mischief to them,NA
4844,"More, Thomas, Saint",Utopia,sentence,201,566,They think such respect paid to the memory of good men is both the greatest incitement to engage others to follow their example and the most acceptable worship that can be offered them for they believe that though by the imperfection of human sight they are invisible to us yet they are present among us and hear those discourses that pass concerning themselves,NA
4858,"More, Thomas, Saint",Utopia,sentence,203,393,They are chosen by the people as the other magistrates are by suffrages given in secret for preventing of factions and when they are chosen they are consecrated by the college of priests,NA
4495,"More, Thomas, Saint",Utopia,sentence,245,543,The magistrates never engage the people in unnecessary labour since the chief end of the constitution is to regulate labour by the necessities of the public and to allow the people as much time as is necessary for the improvement of their minds in which they think the happiness of life consists,NA
4577,"More, Thomas, Saint",Utopia,sentence,245,916,These and such like notions have that people imbibed partly from their education being bred in a country whose customs and laws are opposite to all such foolish maxims and partly from their learning and studiesfor though there are but few in any town that are so wholly excused from labour as to give themselves entirely up to their studies these being only such persons as discover from their childhood an extraordinary capacity and disposition for letters yet their children and a great part of the nation both men and women are taught to spend those hours in which they are not obliged to work in reading and this they do through the whole progress of life,NA
4100,"More, Thomas, Saint",Utopia,entity,247,251,James,person
4259,"More, Thomas, Saint",Utopia,entity,256,262,Persian,location
4593,"More, Thomas, Saint",Utopia,sentence,264,379,Yet they do not place happiness in all sorts of pleasures but only in those that in themselves are good and honest,NA
4510,"More, Thomas, Saint",Utopia,sentence,283,402,In every street there are great halls that lie at an equal distance from each other distinguished by particular names,NA
4027,"More, Thomas, Saint",Utopia,entity,284,294,John Morton,person
4530,"More, Thomas, Saint",Utopia,sentence,293,384,Thus old men are honoured with a particular respect yet all the rest fare as well as they,NA
4077,"More, Thomas, Saint",Utopia,sentence,294,421,Burnet was drawn to the translation of Utopia by the same sense of unreason in high places that caused More to write the book,NA
4884,"More, Thomas, Saint",Utopia,sentence,294,481,After they have been for some time in this posture they all stand up upon a sign given by the priest and sing hymns to the honour of God some musical instruments playing all the while,NA
4261,"More, Thomas, Saint",Utopia,sentence,295,502,When I had related all this I added that I did not see why such a method might not be followed with more advantage than could ever be expected from that severe justice which the Counsellor magnified so much,NA
4243,"More, Thomas, Saint",Utopia,sentence,298,547,Thus they have no wars among them they live rather conveniently than with splendour and may be rather called a happy nation than either eminent or famous for I do not think that they are known so much as by name to any but their next neighbours,NA
4701,"More, Thomas, Saint",Utopia,sentence,298,483,In choosing their wives they use a method that would appear to us very absurd and ridiculous but it is constantly observed among them and is accounted perfectly consistent with wisdom,NA
4648,"More, Thomas, Saint",Utopia,sentence,300,399,Is there any man that is so dull and stupid as not to acknowledge that he feels a delight in health,NA
4814,"More, Thomas, Saint",Utopia,sentence,301,505,OF THE RELIGIONS OF THE UTOPIANS   There are several sorts of religions not only in different parts of the island but even in every town some worshipping the sun others the moon or one of the planets,NA
4897,"More, Thomas, Saint",Utopia,sentence,305,748,For as the beasts do not work so constantly so they feed almost as well and with more pleasure and have no anxiety about what is to come whilst these men are depressed by a barren and fruitless employment and tormented with the apprehensions of want in their old age since that which they get by their daily labour does but maintain them at present and is consumed as fast as it comes in there is no overplus left to lay up for old age,NA
