,author,title,words.x,sentence_nr,words.y,kind
226,"Gilman, Charlotte Perkins",Herland,Then we found ourselves much in the position of the suffragette trying to get to the Parliament buildings through a triple cordon of London police,1028,Parliament,location
227,"Gilman, Charlotte Perkins",Herland,Terry soon found that it was useless tore himself loose for a moment pulled his revolver and fired upward,1030,Terry,person
228,"Gilman, Charlotte Perkins",Herland,Terry soon found that it was useless tore himself loose for a moment pulled his revolver and fired upward,1030,Terry,location
229,"Gilman, Charlotte Perkins",Herland,I lay perfectly still quite happy quite conscious and yet not actively realizing what had happened till I heard Terry,1048,Terry,person
230,"Gilman, Charlotte Perkins",Herland,I lay perfectly still quite happy quite conscious and yet not actively realizing what had happened till I heard Terry,1048,Terry,location
231,"Gilman, Charlotte Perkins",Herland,Terry was sitting up looking about him alert as ever,1052,Terry,person
232,"Gilman, Charlotte Perkins",Herland,Terry was sitting up looking about him alert as ever,1052,Terry,location
233,"Gilman, Charlotte Perkins",Herland,Terry swung his legs out of bed stood up stretched himself mightily,1055,Terry,person
234,"Gilman, Charlotte Perkins",Herland,Terry swung his legs out of bed stood up stretched himself mightily,1055,Terry,location
235,"Gilman, Charlotte Perkins",Herland,A council of war demanded Terry,1061,Terry,person
236,"Gilman, Charlotte Perkins",Herland,A council of war demanded Terry,1061,Terry,location
237,"Gilman, Charlotte Perkins",Herland,Terry was grinning at us,1069,Terry,person
238,"Gilman, Charlotte Perkins",Herland,Terry was grinning at us,1069,Terry,location
239,"Gilman, Charlotte Perkins",Herland,Terry had imagination enough of a ,1075,Terry,person
240,"Gilman, Charlotte Perkins",Herland,Terry had imagination enough of a ,1075,Terry,location
241,"Gilman, Charlotte Perkins",Herland,Not half bad said Terry surveying himself in a long mirror,1090,Terry,person
242,"Gilman, Charlotte Perkins",Herland,Not half bad said Terry surveying himself in a long mirror,1090,Terry,location
243,"Gilman, Charlotte Perkins",Herland,Now then Terry proclaimed weve had a fine long sleepweve had a good bathwere clothed and in our right minds though feeling like a lot of neuters,1095,Terry,person
244,"Gilman, Charlotte Perkins",Herland,Now then Terry proclaimed weve had a fine long sleepweve had a good bathwere clothed and in our right minds though feeling like a lot of neuters,1095,Terry,location
245,"Gilman, Charlotte Perkins",Herland,Hailed as deliverers I think said Terry,1100,Terry,person
246,"Gilman, Charlotte Perkins",Herland,Hailed as deliverers I think said Terry,1100,Terry,location
247,"Gilman, Charlotte Perkins",Herland,Terry heaved a disappointed sigh,1113,Terry,person
248,"Gilman, Charlotte Perkins",Herland,Terry heaved a disappointed sigh,1113,Terry,location
249,"Gilman, Charlotte Perkins",Herland,Shades of Sauveur muttered Terry,1126,Terry,person
250,"Gilman, Charlotte Perkins",Herland,Shades of Sauveur muttered Terry,1126,Terry,location
251,"Gilman, Charlotte Perkins",Herland,That first meal was pleasant enough each of us quietly studying his companion Jeff with sincere admiration Terry with that highly technical look of his as of a past masterlike a lion tamer a serpent charmer or some such professional,1137,Terry,person
252,"Gilman, Charlotte Perkins",Herland,That first meal was pleasant enough each of us quietly studying his companion Jeff with sincere admiration Terry with that highly technical look of his as of a past masterlike a lion tamer a serpent charmer or some such professional,1137,Terry,location
253,"Gilman, Charlotte Perkins",Herland,Dont you know there must be demanded Terry,1147,Terry,person
254,"Gilman, Charlotte Perkins",Herland,Dont you know there must be demanded Terry,1147,Terry,location
255,"Gilman, Charlotte Perkins",Herland,That last suggestion of yours is a nice one Van Terry protested,1153,Terry,person
256,"Gilman, Charlotte Perkins",Herland,That last suggestion of yours is a nice one Van Terry protested,1153,Van,person
257,"Gilman, Charlotte Perkins",Herland,That last suggestion of yours is a nice one Van Terry protested,1153,Terry,location
258,"Gilman, Charlotte Perkins",Herland,We saw plenty of kids the first day and weve seen those girls  Real girls Terry agreed in immense relief,1156,Terry,person
259,"Gilman, Charlotte Perkins",Herland,We saw plenty of kids the first day and weve seen those girls  Real girls Terry agreed in immense relief,1156,Terry,location
260,"Gilman, Charlotte Perkins",Herland,This thing is a regular fortressand no women built it I can tell you that said Terry,1168,Terry,person
261,"Gilman, Charlotte Perkins",Herland,This thing is a regular fortressand no women built it I can tell you that said Terry,1168,Terry,location
262,"Gilman, Charlotte Perkins",Herland,But Terry broke in rudely,1186,Terry,person
263,"Gilman, Charlotte Perkins",Herland,But Terry broke in rudely,1186,Terry,location
264,"Gilman, Charlotte Perkins",Herland,And they ran like marathon winnersyoull admit that Terry he added,1193,Terry,person
265,"Gilman, Charlotte Perkins",Herland,And they ran like marathon winnersyoull admit that Terry he added,1193,Terry,location
266,"Gilman, Charlotte Perkins",Herland,Terry was moody as the days passed,1194,Terry,person
267,"Gilman, Charlotte Perkins",Herland,Terry was moody as the days passed,1194,Terry,location
268,"Gilman, Charlotte Perkins",Herland,Why we should so admire a womans crown of hair and not admire a Chinamans queue is hard to explain except that we are so convinced that the long hair belongs to a woman,1204,China,location
269,"Gilman, Charlotte Perkins",Herland,It was built like the preIncan architecture in Peru of enormous monoliths fitted as closely as mosaics,1210,Peru,location
270,"Gilman, Charlotte Perkins",Herland,When I see them knit Terry said I can almost call them feminine,1215,Terry,person
271,"Gilman, Charlotte Perkins",Herland,When I see them knit Terry said I can almost call them feminine,1215,Terry,location
272,"Gilman, Charlotte Perkins",Herland,When we get out Terry stretched himself and looked at the far peaks when we get out of this and get to where the real women arethe mothers and the girls  Well whatll we do then,1218,Terry,person
273,"Gilman, Charlotte Perkins",Herland,When we get out Terry stretched himself and looked at the far peaks when we get out of this and get to where the real women arethe mothers and the girls  Well whatll we do then,1218,Terry,location
274,"Gilman, Charlotte Perkins",Herland,Fortyover fortysome of em fifty I betand look at em grumbled Terry in reluctant admiration,1232,Terry,person
275,"Gilman, Charlotte Perkins",Herland,Fortyover fortysome of em fifty I betand look at em grumbled Terry in reluctant admiration,1232,Terry,location
276,"Gilman, Charlotte Perkins",Herland,Terry was the strongest of us though I was wiry and had good staying power and Jeff was a great sprinter and hurdler but I can tell you those old ladies gave us cards and spades,1239,Terry,person
277,"Gilman, Charlotte Perkins",Herland,Terry was the strongest of us though I was wiry and had good staying power and Jeff was a great sprinter and hurdler but I can tell you those old ladies gave us cards and spades,1239,Terry,location
278,"Gilman, Charlotte Perkins",Herland,Never thought Id live to be bossed by a lot of elderly lady acrobats Terry protested,1245,Terry,person
279,"Gilman, Charlotte Perkins",Herland,Never thought Id live to be bossed by a lot of elderly lady acrobats Terry protested,1245,Terry,location
280,"Gilman, Charlotte Perkins",Herland,I philosophized a bit over this and told Terry it argued against their having any men about,1248,Terry,person
281,"Gilman, Charlotte Perkins",Herland,I philosophized a bit over this and told Terry it argued against their having any men about,1248,Terry,location
282,"Gilman, Charlotte Perkins",Herland,ng educated Terry protested,1252,Terry,person
283,"Gilman, Charlotte Perkins",Herland,ng educated Terry protested,1252,Terry,location
284,"Gilman, Charlotte Perkins",Herland,Mine was named Somel Jeffs Zava and Terrys Moadine,1258,Terry,person
285,"Gilman, Charlotte Perkins",Herland,Mine was named Somel Jeffs Zava and Terrys Moadine,1258,Terry,location
286,"Gilman, Charlotte Perkins",Herland,Mine was named Somel Jeffs Zava and Terrys Moadine,1258,Zava,person
287,"Gilman, Charlotte Perkins",Herland,Mine was named Somel Jeffs Zava and Terrys Moadine,1258,Somel,person
288,"Gilman, Charlotte Perkins",Herland,From morning to night there was Somel always on call except between two and four always pleasant with a steady friendly kindness that I grew to enjoy very much,1264,Somel,person
289,"Gilman, Charlotte Perkins",Herland,Jeff said Miss Zavahe would put on a title though they apparently had nonewas a darling that she reminded him of his Aunt Esther at home but Terry refused to be won and rather jeered at his own companion when we were alone,1265,Terry,person
290,"Gilman, Charlotte Perkins",Herland,Jeff said Miss Zavahe would put on a title though they apparently had nonewas a darling that she reminded him of his Aunt Esther at home but Terry refused to be won and rather jeered at his own companion when we were alone,1265,Terry,location
291,"Gilman, Charlotte Perkins",Herland,Jeff said Miss Zavahe would put on a title though they apparently had nonewas a darling that she reminded him of his Aunt Esther at home but Terry refused to be won and rather jeered at his own companion when we were alone,1265,Zava,person
292,"Gilman, Charlotte Perkins",Herland,If it had not been for Terry we would have been much more contented but as the weeks ran into months he grew more and more irritable,1274,Terry,person
293,"Gilman, Charlotte Perkins",Herland,If it had not been for Terry we would have been much more contented but as the weeks ran into months he grew more and more irritable,1274,Terry,location
294,"Gilman, Charlotte Perkins",Herland,And Terry squared off and tapped Jeff softly on the jaw,1282,Terry,person
295,"Gilman, Charlotte Perkins",Herland,And Terry squared off and tapped Jeff softly on the jaw,1282,Terry,location
296,"Gilman, Charlotte Perkins",Herland,Oh dont croak Van,1286,Van,person
297,"Gilman, Charlotte Perkins",Herland,It was hard on Terry so hard that he finally persuaded us to consider a plan of escape,1288,Terry,person
298,"Gilman, Charlotte Perkins",Herland,It was hard on Terry so hard that he finally persuaded us to consider a plan of escape,1288,Terry,location
299,"Gilman, Charlotte Perkins",Herland,We had no shears no knives but Terry was resourceful,1305,Terry,person
300,"Gilman, Charlotte Perkins",Herland,We had no shears no knives but Terry was resourceful,1305,Terry,location
301,"Gilman, Charlotte Perkins",Herland,Love will find out a way he hummed,1308,Love,location
302,"Gilman, Charlotte Perkins",Herland,It seemed a crazy risk to take but this was in a way Terrys expedition and we were all tired of our imprisonment,1311,Terry,person
303,"Gilman, Charlotte Perkins",Herland,It seemed a crazy risk to take but this was in a way Terrys expedition and we were all tired of our imprisonment,1311,Terry,location
304,"Gilman, Charlotte Perkins",Herland,This parts easy enoughIll come last so as to cut the rope said Terry,1318,Terry,person
