,author,title,type,start,end,kind,words
572,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,11218,11679,NA,If these be created out of nothing and not generated out of something then it is probable the Sun Stars and Planets are so too nay it is more probable of the Stars and Planets then of the Heavens or the fluid Æther by reason the Stars and Planets seem to be further off from Mortality then the particular parts of the Æther for no doubt but the parts of the Æthereal Matter alter into several forms which we do not perceive of the Stars and Planets
369,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,11244,11250,location,Kingdom
1037,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,11314,11316,location,Sun
370,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,11560,11565,location,Island
30,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,11651,13551,NA,Very good Navigators they were and though they had no knowledg of the Loadstone or Needle or pendulous Watches yet which was as serviceable to them they had subtile observations and great practice in so much that they could not onely tell the depth of the Sea in every place but where there were shelves of Sand Rocks and other obstructions to be avoided by skilful and experienced Seamen Besides they were excellent Augurers which skill they counted more necessary and beneficial then the use of Compasses Cards Watches and the like but above the rest they had an extraordinary Art much to be taken notice of by Experimental Philosophers and that was a certain Engin which would draw in a great quantity of Air and shoot forth Wind with a great force this Engine in a calm they placed behind their Ships and in a storm before for it served against the raging waves like Cannons against an hostile Army or besieged Town it would batter and beat the waves in pieces were they as high as Steeples and as soon as a breach was made they forced their passage through in spight even of the most furious wind using two of those Engins at every Ship one before to beat off the waves and another behind to drive it on so that the artificial wind had the better of the natural for it had a greater advantage of the waves then the natural of the Ships the natural being above the face of the Water could not without a down right motion enter or press into the Ships whereas the artificial with a sidewardmotion did pierce into the bowels of the Waves Moreover it is to be observed that in a great Tempest they would join their Ships in battelaray and when they feared Wind and Waves would be too strong for them if they divided their Ships they joined as many together as the compass or advantage of the places of the Liquid Element would give them leave
573,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,11681,11875,NA,The Empress asked further Whether they could give her information of the three principles of Man according to the doctrine of the Platonists as first of the Intellect Spirit or Divine Light
574,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,11877,11982,NA,2 Of the Soul of Man her self and 3 Of the Image of the Soul that is her vital operation on the body
575,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,11984,12258,NA,The Spirits answered That they did not understand these three distinctions but that they seemd to corporeal sense and reason as if they were three several bodies or three several corporeal actions however said they they are intricate conceptions of irregular Fancies
576,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12260,12345,NA,If you do not understand them replied the Empress how shall human Creatures do then
577,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12347,12619,NA,Many both of your modern and ancient Philosophers answered the Spirits endeavour to go beyond Sense and Reason which makes them commit absurdities for no corporeal Creature can go beyond Sense and Reason no not we Spirits as long as we are in our corporeal Vehicles
979,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,12454,12459,person,Reason
980,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,12549,12554,person,Reason
578,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12621,12694,NA,Then the Empress asked them Whether there were any Atheists in the World
579,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12696,12776,NA,The Spirits answered That there were no more Atheists then what Cabbalists make
580,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12778,12851,NA,she asked them further Whether Spirits were of a globous or round Figure
581,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12853,12938,NA,They answered That Figure belonged to body but they being immaterial had no Figure
582,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12940,13000,NA,she asked again Whether Spirits were not like Water or Fire
583,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,13002,13285,NA,They answered that Water and Fire was material were it the purest and most refined that ever could be nay were it above the Heavens But we are no more like Water or Fire said they then we are like Earth but our Vehicles are of several forms figures and degrees of substances
1038,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,13206,13210,location,Earth
